item_id,item,label
'575750562206982144',rt usrId statue of mary in port villa httpAddress our prayers are with the people of vanuatu after a massive cyclone httpAddress httpAddress,Sympathy and support
'575750671418396672',kingdom of the netherlands announced it will make a contribution of 500 00 to help people of #vanuatu #cyclonepam httpAddress,Donations and volunteering
'575750854378004480',rt usrId nearly 60k children in #vanuatu need immediate assistance following destruction caused by #cyclonepam httpAddress,Donations and volunteering
'575750898116333568',rt usrId ladies and gentlemen we are living in the golden age of cyclone basketball ! #cyclonenation,Not related or irrelevant
'575751071336906752',rt usrId cyclone pam slams into the south pacific archipelago of vanuatu leaving complete devastation httpAddress httpAddress,Infrastructure and utilities
'575751151364210688',rt usrId #canberra teen zoe marshall found safe and well on island in #vanuatu hit by #cyclonepam httpAddress httpAddress,Other Useful Information
'575751155092975618',rt usrId snapshot foreign military assets deployed to support #humanitarian response #vanuatu #tcpam httpAddress httpAddress,Donations and volunteering
'575751221375541250',images of vast removal of plant life on islands in vanuatu after pam httpAddress,Infrastructure and utilities
'575751231429304320',what if gina would ve listened to pam ?,Not related or irrelevant
'575751260634234880',banci engbot banci seeing a police bureau pam praj in a razia be like i know you were trouble when you walk in,Not related or irrelevant
'575751305152630785',cyclone devastation in vanuatu like a bomb httpAddress,Infrastructure and utilities
'575751369346301952',cyclone pam causes devastation across #vanuatu usrId #tcpam #cyclonepam httpAddress,Other Useful Information
'575751398999990272',rt usrId category D cyclone pam may cause major damage in vanuatu httpAddress #cyclonepam,Infrastructure and utilities
'575751467870498816',vanuatu president calls for immediate help as monster cyclone damage assessed httpAddress httpAddress #marijuana #cannabis,Donations and volunteering
'575751479950077952',rt usrId sending aid workers funds 1 300 tarpaulins amp ; DD first aid kits on their way to vanuatu #cyclonepam to donate httpAddress,Donations and volunteering
'575751495695499264',rt usrId my thoughts w my former usrId colleagues from amp ; all back in #vanuatu in wake of #cyclonepam httpAddress cc usrId,Sympathy and support
'575751612699930624',pam s letter to httpAddress clara d d d,Not related or irrelevant
'575751661211226112',official usrId update on #tcpam 19 00 households estimated to need food aid across httpAddress #auspol httpAddress,Donations and volunteering
'575751724050178048',rt usrId httpAddress cyclone olwyn #cycloneolwyn cyclone olwyn weakens but still threatens update west australia,Other Useful Information
'575751847929053184',vanuatu appeals for aid after cyclone pam un preparing major relief operation as island nation is hit by one of .. httpAddress,Donations and volunteering
'575751877884788737',rt usrId praying for those who got hit by cyclone pam #vote5sos #kca,Sympathy and support
'575751896972988417',rt usrId httpAddress #vanuatu vanuatu president calls for help after cyclone destruction vanuatu england gbr li httpAddress,Donations and volunteering
'575751898487255040',rt usrId #dart2vanuatu httpAddress sitrep DD march httpAddress wash shelter food,Donations and volunteering
'575751981895041024',rt usrId how is the int l community responding in #vanuatu ? see our crisis flash for info httpAddress #cyclonepam httpAddress,Other Useful Information
'575752051600195584',i can do it . the positive of having doubles u remember many take it easy we breathe in . ma classical we pam paramtah httpAddress and gone,Not related or irrelevant
'575752096529661953',relief crews try to reach cyclone victims in vanuatu voice of america voice of americarelief crews try to httpAddress httpAddress,Other Useful Information
'575752113948639232',rt usrId #australia helps transport wfp high energy biscuits from the philippines to #vanuatu for #tcpam httpAddress httpAddress,Donations and volunteering
'575752129358381057',rt usrId i m not emotionally stable enough to watch jim and pam go through a rough httpAddress,Not related or irrelevant
'575752211164192768',100 00 people likely homeless after monster cyclone hits vanuatu httpAddress httpAddress via usrId,Affected individuals
'575752255460274176',cyclone #nathan #to #become #category #3 #system #cyclone #nathan #cyclonenathan httpAddress f,Other Useful Information
'575752303317229569',rt usrId follow usrId for updates on our response in #vanuatu following the devastating httpAddress httpAddress,Other Useful Information
'575752366743384064',rt usrId httpAddress volvo ocean race postpones start due to tropical cyclone pam #cyclonepam DD httpAddress,Other Useful Information
'575752390294503425',usrId good morning pam,Not related or irrelevant
'575752502165049344',rt usrId the destruction of cyclone pam in pictures httpAddress httpAddress,Infrastructure and utilities
'575752523329486850',#nigeriandailynews australia offers support after cyclone pam hits vanuatu vanuatu has been offered httpAddress httpAddress #news,Donations and volunteering
'575752561497604096',rt usrId vanuatu before cyclone httpAddress go there on #thewonderlist tonight at 9p et . how you can help httpAddress http,Donations and volunteering
'575752638815420417',mother still awaits news of daughter missing after cyclone pam httpAddress #abcnews,Affected individuals
'575752704217194496',rt usrId vanuatu president breaks down while describing cyclone devastation httpAddress via usrId #cyclonepam #vanuatu,Infrastructure and utilities
'575752705290821632',rt usrId now in #vanuatu usrId high energy biscuits airlifted by httpAddress #cyclonepam #tcpam httpAddress,Donations and volunteering
'575752708876980224',rt usrId httpAddress cyclone pam DD at risk from direct hit on vanuatu #cyclonepam DD,Affected individuals
'575752729789882368',usrId is it because they move their bodies like a cyclone ?,Not related or irrelevant
'575752750056796160',rt usrId cyclone pam is one of the most powerful storms ever recorded in the south pacific httpAddress,Other Useful Information
'575752770139111424',rt usrId many people now lack the basics of life clean water food and httpAddress #vanuatu needs our httpAddress,Donations and volunteering
'575752897826197505',rt usrId breaking news due to cyclone pam leg D start is postponed until monday 14 00 nz httpAddress more info to follow ! #vor http,Other Useful Information
'575752899721986048',south pacific cyclone kills dozens the un relief agency says there are reports of more than DD deaths httpAddress httpAddress,Affected individuals
'575752979397087233',vanuatu vanuatu paama proportion of housing units equipped with unimproved drinking water sources by enumerat httpAddress,Not related or irrelevant
'575753069176221696',rt usrId usrId usrId usrId wonder how many ak47s supplied by mi6 cia under operation cyclone are still b,Not related or irrelevant
'575753074045763584',looking forward to a good old brass pig amp ; pam pam s night it s been a httpAddress 9 6,Not related or irrelevant
'575753077233467392',rt usrId #savethechildren has launched an urgent appeal for funds to help children and their families #vanuatu #cyclonepam https,Donations and volunteering
'575753077304791040',rt usrId iris though 2 2 2 2 and pam #isibaya,Not related or irrelevant
'575753093792559104',vanuatu reeling as cyclone descends on pacific islands httpAddress httpAddress,Other Useful Information
'575753103854731265',rt usrId httpAddress cyclone hits island nation of vanuatu killing D #vanuatu DD httpAddress,Affected individuals
'575753104353710081',rt usrId usrId #goblazers usrId usrId go blazers beat httpAddress spann is the man to stop a httpAddress httpAddress,Not related or irrelevant
'575753106849427456',rt usrId httpAddress #video #cyclone #pam causes heavy #damage in #portvila #vanuatu DD DD DD #cyclonepam,Infrastructure and utilities
'575753116638932992',httpAddress #news over 90 houses destroyed as monster cyclone pam struck vanuatu zee news,Infrastructure and utilities
'575753120141152256',i forget how much i hate debating with pam until i debate with pam 2,Not related or irrelevant
'575753132761833473',#un #vanuatu httpAddress fears the worst after typhoon batters vanuatu httpAddress #news #science #calamity #climate #cyclone,Other Useful Information
'575753143054647298',race to aid vanuatu cyclone victims aid agencies in vanuatu say they are stepping up efforts to reach remote .. httpAddress,Donations and volunteering
'575753158963630080',un confirms DD deaths on vanuatu due to cyclone video deadly cyclone carves path of destruction httpAddress,Affected individuals
'575753162214219776',pam 44mm brushed mm dial croc strap handwind DD watch marina parnis militare full rea httpAddress httpAddress,Not related or irrelevant
'575753169793327105',#rain rain go httpAddress i wonder when the #wind will pick up . inland #tauranga #bayofplenty #cyclonepam #wildweather,Not related or irrelevant
'575753172129562624',httpAddress is largest aid agency in #vanuatu amp ; we ve been working there for DD httpAddress support #cyclonepam appeal httpAddress,Donations and volunteering
'575753174394486785',rt usrId #pam is inbound httpAddress,Not related or irrelevant
'575753178878246913',rt usrId i really like pam smiths new song sway me down,Not related or irrelevant
'575753183512891394',rt usrId unbelievable destruction reported after cyclone slams vanuatu httpAddress httpAddress,Infrastructure and utilities
'575753191834402816',2015 04 25 19 00 performances at pam peony pavilion httpAddress,Not related or irrelevant
'575753197047955456',#haiti #honduras cyclone pam leaves most of vanuatu population homeless httpAddress #bahrain #jamaica,Infrastructure and utilities
'575753200395010048',stories of devastation from vanuatu in the aftermath of cyclone pam httpAddress,Other Useful Information
'575753213716094977',at least eight dead in vanuatu cyclone officials httpAddress httpAddress,Affected individuals
'575753217860059136',#afp #news #france aze jb usrId rt usrId dozens feared dead as a huge tropical cyclone .. httpAddress #openn your #europe,Affected individuals
'575753223144865793',rt usrId unicef appeals for httpAddress million to help 82 00 children in #vanuatu and affected communities #cyclonepam httpAddress,Donations and volunteering
'575753233597095936',cyclone pam disaster response teams travelling to vanuatu as dozens feared dead aid agencies say the httpAddress httpAddress,Affected individuals
'575753237619433473',two pilbara ports shut as tropical cyclone olwyn httpAddress no significant impact to operations at port hedland,Other Useful Information
'575753240073093120',aid workers rush to help vanuatu after storm httpAddress,Donations and volunteering
'575753244389081088',rt usrId our neighbours in #vanuatu need httpAddress donate now to help children affected by #cyclonepam httpAddress httpAddress,Donations and volunteering
'575753249829052418',rt usrId jim and pam from the office are goals af,Not related or irrelevant
'575753254769942528',rt usrId internet in vanuatu goes down as cat 5 #cyclonepam devastates small island nation httpAddress httpAddress,Infrastructure and utilities
'575753257764659200',the second auckland concert for rock band the eagles is starting earlier because of cyclone httpAddress httpAddress,Other Useful Information
'575753259870191616',the island of vanuatu has been devastated by a monster cyclone a monster storm hit the pacific island httpAddress httpAddress,Infrastructure and utilities
'575753264899231744',i am not handling the httpAddress httpAddress he s seeing someone else who is nice damn her ! she s hiding her true httpAddress,Not related or irrelevant
'575753267508088833',usrId am dissapointed in myself pam,Not related or irrelevant
'575753277268041729',#gossip cyclone olwyn continues to weaken httpAddress #australia,Other Useful Information
'575753277280772096',rt usrId devastation of #tropicalcyclonepam on #vanuatu is becoming more apparent aid groups say 60 00 children need help httpAddress,Donations and volunteering
'575753289276481537',cyclone pam latest update 11 00am tuesday 17th march john law metservice httpAddress httpAddress httpAddress #weathernews,Other Useful Information
'575753291767943169',rt usrId jim and pam s reactions d d d d httpAddress,Not related or irrelevant
'575753297262436353',vinnie and pam welcoming you to a httpAddress httpAddress DD weather the weather authority httpAddress httpAddress,Not related or irrelevant
'575753304917024769',jim and pam kissed it s httpAddress,Not related or irrelevant
'575753309505585152',rt usrId shocking photos show vanuatu before and after cyclone pam httpAddress,Other Useful Information
'575753312257073153',most vanuatu people now homeless httpAddress,Infrastructure and utilities
'575753314421325824',rt usrId hey httpAddress will you wait for me one second while i tie my shoe ? jim halpert httpAddress,Not related or irrelevant
'575753321715253248',pam was so fine on martin d d d,Not related or irrelevant
'575753326001811456',restoring carnarvon water supply the priority amid cyclone olwyn clean up residents in the western httpAddress httpAddress,Infrastructure and utilities
'575753330888171522',thoughts and prayers to httpAddress category D cyclone like #haiyan is httpAddress,Sympathy and support
'575753335992639488',update vanuatu hit hard by cyclone httpAddress,Other Useful Information
'575753354086858753',rt usrId it s a D point cyclone lead with 6 20 to go . i can t believe how quickly they have done httpAddress #kubball #kwch12,Not related or irrelevant
'575753356427264000',rt usrId #kingdomnl shocked by devastation httpAddress offers 500 00 emergency aid to vanuatu amp ; water expertise to help rebuild http,Donations and volunteering
'575753359220678656',the old ones are the best especially if they re done by pam ayres,Not related or irrelevant
'575753364102868993',rt usrId here s how you can help the thousands of displaced victims of #cyclonepam httpAddress,Donations and volunteering
'575753368775360512',developed nations have sown the wind vanuatu has reaped the whirlwind andrew simms #keepitintheground httpAddress,Infrastructure and utilities
'575753371312877568',rt usrId i remember when these majors tried to sue httpAddress their hq was on httpAddress most of the courts amp ; laws what like wtf ? today good,Not related or irrelevant
'575753375553355776',rt usrId i wish our troops were going to vanuatu instead of iraq,Sympathy and support
'575753389075775490',usrId hey httpAddress so sorry to hear that you struggled with httpAddress in the future we re planning to have reserved httpAddress,Not related or irrelevant
'575753395438501889',rt usrId i ship pam and jim on the office so hard,Not related or irrelevant
'575753398177435649',real clear politics aid agencies struggle to reach affected in vanuatu after monster cyclone pam httpAddress httpAddress,Donations and volunteering
'575753400400408576',cyclone pam hammers vanuatu at least D confirmed deaths .. httpAddress,Affected individuals
'575753402443022336',and my day is httpAddress sad day to be a cyclone,Not related or irrelevant
'575753406855442435',hope the folks in #vanuatu are finding adequate shelter right about httpAddress,Affected individuals
'575753417236312066',lmao like pam saying rick s making an effort bc he asked for a second lemon bar this httpAddress httpAddress #boldandbeautiful,Not related or irrelevant
'575753430318342144',the people survived vanuatu says cyclone death toll won t httpAddress httpAddress,Affected individuals
'575753432943976448',usrId hey pam how nice to be waking up each morning in new httpAddress from crisp frost and blue sky on #southdowns uk,Not related or irrelevant
'575753439914901504',usrId the trees are pretty horizontal i think i am only gonna get the tip of the pam,Other Useful Information
'575753442360193025',tropical cyclone slams into vanuatu leaving death and destruction in its wake httpAddress #world,Affected individuals
'575753444285374464',rt usrId children living in shelter in freshwota school httpAddress homes httpAddress DD people sleeping in httpAddress httpAddress,Infrastructure and utilities
'575753453626126336',rt usrId #cyclonepam affected around DD islands of httpAddress most immediate needs are shelter food water health and logistics su,Donations and volunteering
'575753458789253120',usrId it s not even noon yet and i m ready for beer wings and cyclone basketball #big12mbb #big12tournament hawkeye,Not related or irrelevant
'575753463574962176',where are ashley pam ella and byron ?! #pll #prettylittleliars,Not related or irrelevant
'575753527462469632',rt usrId zherony httpAddress 9 3 8 httpAddress,Other Useful Information
'575753721033986049',vanuatu cyclone devastation mapped httpAddress,Other Useful Information
'575753804479512576',omg i m on the jim amp ; pam wedding episode i m gonna cry,Not related or irrelevant
'575754066304876544',cyclone pam i ve watched islanders protect their homes from a previous cyclone with httpAddress httpAddress #independent,Other Useful Information
'575754073338552320',relief teams report devastation and death after monster vanuatu cyclone httpAddress,Affected individuals
'575754103214579712',#nowplaying baby bash httpAddress t pain usrId usrId cyclone . tune in httpAddress usrId usrId,Not related or irrelevant
'575754127403282433',rt usrId cyclone pam that devastated #vanuatu marks the #urgency of taking action to reduce risk from nat disasters httpAddress,Other Useful Information
'575754299059240960',where i come from people do big httpAddress once a cyclone always a httpAddress #champs 6,Not related or irrelevant
'575754300825149440',boyy pam was so doggone thick on martin 9 c d,Not related or irrelevant
'575754375009857536',i love when pam and martin get into it . #martin #classic,Not related or irrelevant
'575754481431769088',httpAddress #usa cyclone pam vanuatu will run out of food in a week as httpAddress httpAddress #usa,Other Useful Information
'575754591389683712',rt usrId intrigue by the wave of emotions that come from looking at old school photos amp ; memories that come flying at you like a brick,Not related or irrelevant
'575754805114716160',vanuatu president in cyclone appeal vanuatu president baldwin lonsdale appeals for international help after httpAddress httpAddress,Donations and volunteering
'575754810651082754',nice to know people care about nz other side of the httpAddress elderly man in shoe shop in london worried about cyclone pam amp ; impact on nz,Sympathy and support
'575754860294860800',rt usrId httpAddress funds #telecomssansfrontieres to bridge the communication gap between islands in #vanuatu after #cyclonepam httpAddress,Other Useful Information
'575754887008546816',rt usrId first #aid teams reach #vanuatu find widespread devastation httpAddress #cyclonepam #wcdrr #disaster httpAddress,Donations and volunteering
'575755132920590337',echo by pam munoz ryan has stolen my httpAddress wonderful sweet enchanting read ! #4thchat #readeveryday #elemchat,Not related or irrelevant
'575755234133180417',usrId yep yep same some girl asked me about when jim and pam stay on the farm and i knew the season and ep . lolz,Not related or irrelevant
'575755248251310080',vanuatu slams aid agencies httpAddress,Other Useful Information
'575755337812197378',goodnight i love niall yicel erin elijah amb dani melissa iris alex jordan jai val em pam gabby damia hailey molly mae grace amp ; my mutuals 3,Not related or irrelevant
'575755386579517441',rt usrId our team in #vanuatu are busy distributing much needed httpAddress thanks to our staff amp ; supporters ! #cyclonepam httpAddress,Donations and volunteering
'575755407131590657',aid teams report devastation and death after vanuatu cyclone,Affected individuals
'575755458150993920',rt usrId it s like a bomb has gone off in the centre of the town our colleague httpAddress countless homes torn apart communities,Infrastructure and utilities
'575755506473525248',rt usrId crew of hokule a hunker down as cyclone pam nears new zealand httpAddress httpAddress,Other Useful Information
'575755544725598209',#vanuatu devastated by #cyclonepam httpAddress,Other Useful Information
'575755585464877056',rt usrId cyclone proof buildings badly damaged 100s in light shelters likely to be affected #redcross sending 100 tarpaulins,Infrastructure and utilities
'575755589286031360',rt usrId efforts to rebuild #vanuatu are speeding up as supplies begin to reach remote islands httpAddress jo httpAddress,Donations and volunteering
'575755600526753792',cyclone pam death toll rises to DD as vanuatu begins to assess damage httpAddress gu,Affected individuals
'575755716612390913',new on tbn brazil legend usrId to lease his forehead for commercial advertising from next httpAddress httpAddress #brazil #pele #tbn,Not related or irrelevant
'575755860158332928',#ferrisgumphats #runningfortheunfortuante people #vanuatucyclonedamage please donate httpAddress httpAddress,Donations and volunteering
'575755906635313154',usrId happy birthday pam 3 3,Not related or irrelevant
'575756052672675840',rt usrId great network of webcams from #vanuatu as #cyclonepam httpAddress httpAddress httpAddress,Other Useful Information
'575756069030531072',rt usrId we got an overnight update from vanuatu on cyclone pam httpAddress thanks isso ! httpAddress pic usrId httpAddress,Other Useful Information
'575756286660251648',human rights groups say civil liberties and democratic freedoms have suffered during putin s httpAddress #humanrights httpAddress,Not related or irrelevant
'575756309024350209',usrId usrId i httpAddress that interaction has a wealth of untapped potential especially if we bring pam along for the ride,Not related or irrelevant
'575756475961896960',eight dead as pam slams vanuatu eight people confirmed dead from cyclone pam in vanuatu with fears for httpAddress httpAddress,Affected individuals
'575756482962128896',rt usrId series of #cyclonepam assistance maps from usrId statistics division usrId usrId httpAddress,Other Useful Information
'575756490264350722',rt usrId fierce tropical cyclone pam is pinwheeling into fiji and vanuatu tropical cyclone pam is continuing to gain httpAddress httpAddress,Other Useful Information
'575756703402065920',rt usrId this whole time we were waiting for cyclone httpAddress really it was cyclone httpAddress #xfactornz,Not related or irrelevant
'575756797950062592',on this day for march DD #cyclone jasper pictured forms along with izilda and s . atlantic storm catarina httpAddress,Other Useful Information
'575756881366511616',rt usrId rt usrId oxfaminvanuatu s usrId on what it s like to face up to a cyclone of this size amp ; httpAddress httpAddress,Other Useful Information
'575756888295370752',rt usrId vanuatu disaster the island hit by an earthquake a volcano then cyclone pam httpAddress,Other Useful Information
'575757122534838272',rt usrId but we r DD years as a club so i will donate a further 10k to make it DD00 for DD years #warriorsforever #vanuatu http,Donations and volunteering
'575757291787395072',as cyclone bore down vanuatu president disaster officials left for conference channel news asia httpAddress,Other Useful Information
'575757292370440193',emergency help for #vanuatu following #cyclonepam httpAddress via usrId #relief #reconstruction,Donations and volunteering
'575757409089519616',httpAddress usrId usrId usrId usrId in honor of sam 1 pam anderson 2 broadway 3 poker ! 4 4 4,Not related or irrelevant
'575757409114681344',rt usrId look at this intimidating image of category D #pam as it tracks toward the southern #vanuatu httpAddress httpAddress,Other Useful Information
'575757409118896128',world run build stay how islanders survived vanuatus cyclone tanna island vanuatuwhen her roof started httpAddress,Other Useful Information
'575757453452668928',2 40 hidden cyclone D pt ew DD D hills vcbet bet365 betway D0 D httpAddress others 4 40 grand vision D6 D vcbet D4 D coral 5 places general,Other Useful Information
'575757526819471362',cyclone pam why japan is a leader in disaster relief video christian science monitor httpAddress,Other Useful Information
'575757615600373760',wl toys v2D2 cyclone ufo D channel D axis gyro quadcopter httpAddress ready to fly green httpAddress,Not related or irrelevant
'575757701046665216',usrId looks at her and laughs i think everybody knows that httpAddress after all you are lazy but httpAddress winks at her and sticks,Not related or irrelevant
'575757844928036865',rt usrId the cyclone pounding vanuatu is so huge it caused flooding DD miles away on httpAddress httpAddress usrId,Infrastructure and utilities
'575757977799430144',oxfaminvanuatu you can help vanuatu recover from devastating #cyclonepam how ? please visit httpAddress httpAddress thanks !,Donations and volunteering
'575757998296977408',rt usrId here s another great organisation to donate to partnering with my old host organisation live and learn #cyclonepam https,Donations and volunteering
'575758083584032768',usrId rising risks from extreme weather and climate change vanuatu faces sea level rise httpAddress cyclones httpAddress httpAddress,Other Useful Information
'575758083848323072',rt usrId usrId beginning to see extent of damage in vanuatu from mega storm cyclone httpAddress usrId #tcpam httpAddress,Infrastructure and utilities
'575758159261794304',rt usrId #breaking vanuatu cyclone has damaged up to 90 of capital s houses oxfam says,Infrastructure and utilities
'575758203683663872',early footage of cyclone pam hitting nz httpAddress,Other Useful Information
'575758398895046656',rt usrId pam n usrId il case study their adoption of it best practice was really all about organizational httpAddress #cobitconf #itsm,Not related or irrelevant
'575758727694827520',mcm best je rumah rt usrId finished training for the httpAddress back home chilling watching footballs greatest #pele httpAddress,Not related or irrelevant
'575758789493706752',evacuated goulburn island needs own cyclone shelter nt chief minister httpAddress,Affected individuals
'575758803699900416',last #carnarvon #bananas salvaged after #cyclone #olwyn packed and sent to #perth httpAddress #cycloneolwyn #tcolwyn #perthnews,Infrastructure and utilities
'575759006590988289',tropical cyclone pam pounds south pacific islands dozens feared dead httpAddress,Affected individuals
'575759060743684096',adra vanuatu is ready amp ; on standby as we monitor the category D #cyclonepam currently battering httpAddress updates to httpAddress #adraresponds,Other Useful Information
'575759180100825089',rt usrId we woke up today to complete and total devastation says usrId in httpAddress httpAddress #cyclonepam #tcpam,Sympathy and support
'575759350830075904',#wearethepeople tropical cyclone pam strengthens into category D storm slams vanuatu capital cnn httpAddress,Other Useful Information
'575759442479747072',red cross #cyclonepam appeal for #vanuatu httpAddress,Donations and volunteering
'575759445042528257',aid agencies to begin helicopter flights to cyclone stricken vanuatu httpAddress,Donations and volunteering
'575759640236965888',rt usrId the montage of pam and jim s relationship over the httpAddress c r y i n g,Not related or irrelevant
'575759645983158272',rt usrId houses for cyclone hit people of visakhapatnam vizianagaram and srikakulam will be completed before october httpAddress,Infrastructure and utilities
'575759656485658624',rt usrId vanuatu #socialmedia reveals the scale of devastation left in #cyclonepam s httpAddress #auspol httpAddress,Other Useful Information
'575759711716405249',cyclone pam cleanup gets underway in vanuatu in pictures emergency aid is beginning to flow into the httpAddress httpAddress,Donations and volunteering
'575759749108535296',how to help those in vanuatu just as meteorologists feared tropical cyclone pam has pummeled the island httpAddress httpAddress,Donations and volunteering
'575759847079157761',latest images from #vanuatu shows widespread devastation after #cyclonepam hits the island httpAddress,Infrastructure and utilities
'575759905694466048',eruptions quakes cyclones vanuatu man survives them all efate vanuatu ap volcanic eruptions httpAddress httpAddress,Other Useful Information
'575760034929377280',usrId thank you pam ily,Not related or irrelevant
'575760087031095296',rt usrId httpAddress cyclone pam #cyclonepam watching out for cyclone pam update new south wales aus newcast htt,Other Useful Information
'575760134380650496',#ff usrId 80 00 pounds of food water and supplies headed to #vanuatu #tcpam #reliefvu #hmrd,Donations and volunteering
'575760307307479040',#2 pampers swaddlers diapers size D economy pack plus DD count pampers swaddlers diapers size D economy pack plus DD count by httpAddress,Not related or irrelevant
'575760307320049664',i think i want to make a tshirt that says i survived cyclone httpAddress let s sell it and send money to help the people of httpAddress,Donations and volunteering
'575760307324252161',rt usrId D more usrId experts deploying to assess needs in httpAddress 500k now allocated to usrId #cyclonepam appeal h,Donations and volunteering
'575760336420257792',i just ran up a giant hill in the rain right before a cyclone searching for huskies i am not okay,Not related or irrelevant
'575760387045359618',organo gold tropical cyclone pam becomes category D storm menaces vanuatu cnn httpAddress gt ; gt ; httpAddress,Other Useful Information
'575760405835816960',usrId thank you for bringing a new dimension to our httpAddress pure heart and httpAddress dont question yourself cyclone nation httpAddress,Sympathy and support
'575760469497085952',rt usrId the sun is up over #pam as the eye moves directly over the island of tanna httpAddress,Other Useful Information
'575760571276136449',cyclone tim update D march 15 D013 httpAddress,Other Useful Information
'575760574488797185',cyclone pam aid flies out to help survivors of one of south #bathandnortheastsomerset httpAddress,Donations and volunteering
'575760578175627265',up to 96 #vanuatu crops destroyed leaving people httpAddress no alternative food httpAddress flash appeal #tcpam usrId httpAddress,Infrastructure and utilities
'575760581728272384',rt usrId you can track #cyclone #pam s movement with the worldview httpAddress httpAddress httpAddress,Other Useful Information
'575760609402228736',lana takau from vanuatu is completing a phd in linguistics usrId about the endangered nese language #withvanuatu usrId,Not related or irrelevant
'575760616805134336',rt usrId breaking victoria s michael beaudoin is safe in httpAddress the 18 year old was volunteering with a teaching httpAddress #,Other Useful Information
'575760648396632064',usrId click httpAddress #pam 260kph exits #vanautu isles squalls to effect #mare #lifou #newcaledonia httpAddress,Other Useful Information
'575760671574372354',rt usrId calling all #digitaljedis support un disaster assessments for #cyclonepam ! simple as a click ! go to httpAddress,Donations and volunteering
'575760676041330689',aid workers say D people confirmed dead in vanuatu cyclone httpAddress ap #news,Affected individuals
'575760733482401792',mass vaccinations in vanuatu in cyclone aftermath the hindu httpAddress httpAddress,Other Useful Information
'575760832878923776',rt usrId more options for donating to #vanuatu after #cyclonepam #tcpam httpAddress help communities rebuild their,Donations and volunteering
'575760882199736320',earthquake in httpAddress very not needed right now for them !,Other Useful Information
'575760903708143617',rt usrId last plug abc red cross cyclone pam vanuatu httpAddress to donate go to httpAddress or httpAddress c,Donations and volunteering
'575760932476821504',rt usrId more than DD people have been evacuated in gisborne district this httpAddress #cyclonepam live updates httpAddress,Affected individuals
'575761019684974592',vanuatu conditions amp ; #039 ; more difficult amp ; #039 ; than philippines typhoon httpAddress #trending #startups #news #kendrick #tech,Other Useful Information
'575761095622803458',usrId who would win a battle pam or mal ? #askkristin d,Not related or irrelevant
'575761186102235137',vanuatu residents remain in shelters after massive cyclone httpAddress,Affected individuals
'575761213969162242',rt usrId center told ap government it is going to release another DD crores D hudhud httpAddress now center has promised D00 cr,Donations and volunteering
'575761297649721344',thanks pam for giving me the best advice httpAddress,Not related or irrelevant
'575761338082926594',cyclone pam vanuatu residents collect corpses in wake of monster storm httpAddress,Affected individuals
'575761400808656896',rt usrId #tcpam D of strongest storms in sth pacific in years left trail of destruction in #vanuatu photos unicef httpAddress,Infrastructure and utilities
'575761425760587776',rt usrId #sismo m 5.0 119km ne of we new caledonia httpAddress #usgs,Other Useful Information
'575761440704856065',north philly s jesse hart amp ; dad cyclone train in usrId for a middleweight title shot httpAddress,Not related or irrelevant
'575761546627825665',googletrend 1 ufc 2 bristolpalin 3 michiganstatebasketball 4 pi 5 cinderella2015 6 fridaythe13th 7 vanuatu httpAddress,Not related or irrelevant
'575761570732580865',monster storm rips vulnerable vanuatu pam is the strongest storm to make landfall in the pacific typhoon httpAddress httpAddress,Other Useful Information
'575761609425088512',httpAddress stories what vanuatu looks like now httpAddress,Infrastructure and utilities
'575762158551613440',rt usrId vanuatu in state of emergency tuvalu says 45 of population displaced by #cyclonepam #wcdrr httpAddress httpAddress,Affected individuals
'575762251929419777',#utah # vanuatu slams lack of aid coordination says food running out httpAddress #new mexico #bahrain,Donations and volunteering
'575762440102809600',wfpgovts #vanuatu wfp helps govt led response relief amp ; food assistance with support from #australia #uae amp ; usrId httpAddress,Donations and volunteering
'575762443743399936',death toll after super cyclone pam expected to rise httpAddress,Affected individuals
'575762556222050304',where is tropical cyclone pam headed next ? cnn meteorologist derek van dam shows the path and destruction of .. httpAddress,Other Useful Information
'575762698123632641',rt usrId take care nz . the view of #cyclonepam from space as the storm heads for #nz httpAddress,Other Useful Information
'575762709439885312',rt usrId #vanuatu big hugs to usrId for helping DD ppl including D #dafn into evac centers httpAddress #tcpa,Donations and volunteering
'575762802171756544',rt usrId thanks to usrId these supplies are in the air with the usrId team en route to #vanuatu #tcpam htt,Donations and volunteering
'575762805892124672',i httpAddress not okay and britt and pam left me,Not related or irrelevant
'575762834379902976',rt usrId death toll rises in pacific cyclone httpAddress,Affected individuals
'575762996955209728',vanuatu cyclone survivors grow desperate for supplies httpAddress,Donations and volunteering
'575763006572863488',vanuatu vanuatu tropical cyclone pam situation report no . D as of DD march 2015 httpAddress,Other Useful Information
'575763182557466624',motorcycle outdoor starage cover for buell lighting firebolt blast cyclone httpAddress httpAddress,Not related or irrelevant
'575763208352370689',jim was about to fucking tell pam and her fat slob fianc cock blocked him hahahahhaa,Not related or irrelevant
'575763419887988737',port a cool vinyl cover for cyclone DD pac cvr c2 httpAddress httpAddress,Not related or irrelevant
'575763432420454400',rt usrId rt usrId satellite image from this morning showing where #tcpam was still expected to track east of nz . el httpAddress,Other Useful Information
'575763467090579457',elddis cyclone xl caravan ready to go or httpAddress full read by ebay httpAddress httpAddress,Not related or irrelevant
