item_id,item,label
'575753237619433473',two pilbara ports shut as tropical cyclone olwyn httpAddress no significant impact to operations at port hedland,Other Useful Information
'575753240073093120',aid workers rush to help vanuatu after storm httpAddress,Donations and volunteering
'575753244389081088',rt usrId our neighbours in #vanuatu need httpAddress donate now to help children affected by #cyclonepam httpAddress httpAddress,Donations and volunteering
'575753249829052418',rt usrId jim and pam from the office are goals af,Not related or irrelevant
'575753254769942528',rt usrId internet in vanuatu goes down as cat 5 #cyclonepam devastates small island nation httpAddress httpAddress,Infrastructure and utilities
'575753257764659200',the second auckland concert for rock band the eagles is starting earlier because of cyclone httpAddress httpAddress,Other Useful Information
'575753259870191616',the island of vanuatu has been devastated by a monster cyclone a monster storm hit the pacific island httpAddress httpAddress,Infrastructure and utilities
'575753264899231744',i am not handling the httpAddress httpAddress he s seeing someone else who is nice damn her ! she s hiding her true httpAddress,Not related or irrelevant
'575753267508088833',usrId am dissapointed in myself pam,Not related or irrelevant
'575753271685615616',rt usrId cyclone hit vanuatu seeks world s help httpAddress photo via reuters httpAddress,Donations and volunteering
'575753277268041729',#gossip cyclone olwyn continues to weaken httpAddress #australia,Other Useful Information
'575753277280772096',rt usrId devastation of #tropicalcyclonepam on #vanuatu is becoming more apparent aid groups say 60 00 children need help httpAddress,Donations and volunteering
'575753289276481537',cyclone pam latest update 11 00am tuesday 17th march john law metservice httpAddress httpAddress httpAddress #weathernews,Other Useful Information
'575753291767943169',rt usrId jim and pam s reactions d d d d httpAddress,Not related or irrelevant
'575753297262436353',vinnie and pam welcoming you to a httpAddress httpAddress DD weather the weather authority httpAddress httpAddress,Not related or irrelevant
'575753304917024769',jim and pam kissed it s httpAddress,Not related or irrelevant
'575753309505585152',rt usrId shocking photos show vanuatu before and after cyclone pam httpAddress,Other Useful Information
'575753312257073153',most vanuatu people now homeless httpAddress,Infrastructure and utilities
'575753314421325824',rt usrId hey httpAddress will you wait for me one second while i tie my shoe ? jim halpert httpAddress,Not related or irrelevant
'575753319076986881',usrId i just said i wasn t taking it away and they played httpAddress just wanted to point it out just like a cyclone fan would httpAddress,Not related or irrelevant
'575753321715253248',pam was so fine on martin d d d,Not related or irrelevant
'575753326001811456',restoring carnarvon water supply the priority amid cyclone olwyn clean up residents in the western httpAddress httpAddress,Infrastructure and utilities
'575753330888171522',thoughts and prayers to httpAddress category D cyclone like #haiyan is httpAddress,Sympathy and support
'575753335992639488',update vanuatu hit hard by cyclone httpAddress,Other Useful Information
'575753338576375810',rt usrId tropical cyclone pam roars over httpAddress httpAddress #cyclonepam #portvila #vanuatuislands #tc via usrId,Other Useful Information
'575753342846124032',#tcpam appeal httpAddress m needed urgently for basic needs food water shelter httpAddress httpAddress httpAddress,Donations and volunteering
'575753349078851585',cyclone pam nears vanuatu as an impressive storm #tucson httpAddress,Other Useful Information
'575753354086858753',rt usrId it s a D point cyclone lead with 6 20 to go . i can t believe how quickly they have done httpAddress #kubball #kwch12,Not related or irrelevant
'575753356427264000',rt usrId #kingdomnl shocked by devastation httpAddress offers 500 00 emergency aid to vanuatu amp ; water expertise to help rebuild http,Donations and volunteering
'575753359220678656',the old ones are the best especially if they re done by pam ayres,Not related or irrelevant
'575753364102868993',rt usrId here s how you can help the thousands of displaced victims of #cyclonepam httpAddress,Donations and volunteering
'575753368775360512',developed nations have sown the wind vanuatu has reaped the whirlwind andrew simms #keepitintheground httpAddress,Infrastructure and utilities
'575753371312877568',rt usrId i remember when these majors tried to sue httpAddress their hq was on httpAddress most of the courts amp ; laws what like wtf ? today good,Not related or irrelevant
'575753375553355776',rt usrId i wish our troops were going to vanuatu instead of iraq,Sympathy and support
'575753378459951105',everywhere people trying to dry things httpAddress but drinking water scarce even the hospital running httpAddress #cyclonepam httpAddress,Infrastructure and utilities
'575753382742351874',rt usrId a boy among the wreckage of his village just outside port vila httpAddress httpAddress,Affected individuals
'575753389075775490',usrId hey httpAddress so sorry to hear that you struggled with httpAddress in the future we re planning to have reserved httpAddress,Not related or irrelevant
'575753395438501889',rt usrId i ship pam and jim on the office so hard,Not related or irrelevant
'575753398177435649',real clear politics aid agencies struggle to reach affected in vanuatu after monster cyclone pam httpAddress httpAddress,Donations and volunteering
'575753400400408576',cyclone pam hammers vanuatu at least D confirmed deaths .. httpAddress,Affected individuals
'575753402443022336',and my day is httpAddress sad day to be a cyclone,Not related or irrelevant
'575753406855442435',hope the folks in #vanuatu are finding adequate shelter right about httpAddress,Affected individuals
'575753417236312066',lmao like pam saying rick s making an effort bc he asked for a second lemon bar this httpAddress httpAddress #boldandbeautiful,Not related or irrelevant
'575753422093336578',rt usrId breaking news govt considering future of carnarvon after second major cyclone in recent years on basis of lifestyle and,Other Useful Information
'575753427113938944',waiting cyclone what are yemen rebels european need,Other Useful Information
'575753430318342144',the people survived vanuatu says cyclone death toll won t httpAddress httpAddress,Affected individuals
'575753432943976448',usrId hey pam how nice to be waking up each morning in new httpAddress from crisp frost and blue sky on #southdowns uk,Not related or irrelevant
'575753437276692481',rt usrId thanks to the royal australian air force #raaf for flying our team and supplies out to httpAddress #emergencyresponse ht,Donations and volunteering
'575753439914901504',usrId the trees are pretty horizontal i think i am only gonna get the tip of the pam,Other Useful Information
'575753442360193025',tropical cyclone slams into vanuatu leaving death and destruction in its wake httpAddress #world,Affected individuals
'575753444285374464',rt usrId children living in shelter in freshwota school httpAddress homes httpAddress DD people sleeping in httpAddress httpAddress,Infrastructure and utilities
'575753448509083649',rt usrId httpAddress cyclone pam moves away from vanuatu may approach north island of new .. #cyclonepam DD,Other Useful Information
'575753453575802881',rural #vanuatu homes at high risk of #tcpam httpAddress httpAddress httpAddress,Infrastructure and utilities
'575753453626126336',rt usrId #cyclonepam affected around DD islands of httpAddress most immediate needs are shelter food water health and logistics su,Donations and volunteering
'575753458789253120',usrId it s not even noon yet and i m ready for beer wings and cyclone basketball #big12mbb #big12tournament hawkeye,Not related or irrelevant
'575753463574962176',where are ashley pam ella and byron ?! #pll #prettylittleliars,Not related or irrelevant
'575753468029304833',rt usrId #vanuatu media release pacific humanitarian team to support government response to devastating impacts of #tcpam httpAddress,Donations and volunteering
'575753527462469632',rt usrId zherony httpAddress 9 3 8 httpAddress,Other Useful Information
'575753640616587264',trees toppled cities cut off after tropical cyclone pam roars over vanuatu cnn cnntrees toppled cities httpAddress httpAddress,Infrastructure and utilities
'575753721033986049',vanuatu cyclone devastation mapped httpAddress,Other Useful Information
'575753770405134336',rt usrId aid agencies struggle to reach remote islands of vanuatu after monster cyclone httpAddress,Other Useful Information
'575753804479512576',omg i m on the jim amp ; pam wedding episode i m gonna cry,Not related or irrelevant
'575754066304876544',cyclone pam i ve watched islanders protect their homes from a previous cyclone with httpAddress httpAddress #independent,Other Useful Information
'575754073338552320',relief teams report devastation and death after monster vanuatu cyclone httpAddress,Affected individuals
'575754103214579712',#nowplaying baby bash httpAddress t pain usrId usrId cyclone . tune in httpAddress usrId usrId,Not related or irrelevant
'575754127403282433',rt usrId cyclone pam that devastated #vanuatu marks the #urgency of taking action to reduce risk from nat disasters httpAddress,Other Useful Information
'575754277911576576',mica huge cyclone devastates pacific islands httpAddress,Infrastructure and utilities
'575754299059240960',where i come from people do big httpAddress once a cyclone always a httpAddress #champs 6,Not related or irrelevant
'575754300825149440',boyy pam was so doggone thick on martin 9 c d,Not related or irrelevant
'575754375009857536',i love when pam and martin get into it . #martin #classic,Not related or irrelevant
'575754416478814209',day 23 there s nothing better than a cyclone win !! b #gostate httpAddress,Not related or irrelevant
'575754450180136960',rt usrId tropical cyclone pam destroyed many homes usrId httpAddress httpAddress usrId usrId httpAddress,Infrastructure and utilities
'575754462918213632',rt usrId httpAddress #vanuatu cyclone pam strikes vanuatu with deadly force vanuatu british colombia can abbotsford DD,Other Useful Information
'575754481431769088',httpAddress #usa cyclone pam vanuatu will run out of food in a week as httpAddress httpAddress #usa,Other Useful Information
'575754591389683712',rt usrId intrigue by the wave of emotions that come from looking at old school photos amp ; memories that come flying at you like a brick,Not related or irrelevant
'575754805114716160',vanuatu president in cyclone appeal vanuatu president baldwin lonsdale appeals for international help after httpAddress httpAddress,Donations and volunteering
'575754810651082754',nice to know people care about nz other side of the httpAddress elderly man in shoe shop in london worried about cyclone pam amp ; impact on nz,Sympathy and support
'575754860294860800',rt usrId httpAddress funds #telecomssansfrontieres to bridge the communication gap between islands in #vanuatu after #cyclonepam httpAddress,Other Useful Information
'575754887008546816',rt usrId first #aid teams reach #vanuatu find widespread devastation httpAddress #cyclonepam #wcdrr #disaster httpAddress,Donations and volunteering
'575755009565986816',rt usrId at least 54k children affected by #cyclonepam in httpAddress were working to provide immediate assistance httpAddress,Donations and volunteering
'575755028268384256',rt usrId strong equatorial rossby wave and mjo seen on march 11 DD as #cyclonepam and ts #bavi httpAddress httpAddress,Other Useful Information
'575755132920590337',echo by pam munoz ryan has stolen my httpAddress wonderful sweet enchanting read ! #4thchat #readeveryday #elemchat,Not related or irrelevant
'575755155926204417',run build stay how islanders survived vanuatu s cyclone httpAddress #world #news,Other Useful Information
'575755155955585024',rt usrId our caritas partners are responding to the deadly cyclone in #vanuatu httpAddress,Donations and volunteering
'575755234133180417',usrId yep yep same some girl asked me about when jim and pam stay on the farm and i knew the season and ep . lolz,Not related or irrelevant
'575755248251310080',vanuatu slams aid agencies httpAddress,Other Useful Information
'575755332149972992',rt usrId communication lost as #cyclone pam hammers vanuatu httpAddress,Infrastructure and utilities
'575755337812197378',goodnight i love niall yicel erin elijah amb dani melissa iris alex jordan jai val em pam gabby damia hailey molly mae grace amp ; my mutuals 3,Not related or irrelevant
'575755386579517441',rt usrId our team in #vanuatu are busy distributing much needed httpAddress thanks to our staff amp ; supporters ! #cyclonepam httpAddress,Donations and volunteering
'575755407131590657',aid teams report devastation and death after vanuatu cyclone,Affected individuals
'575755458150993920',rt usrId it s like a bomb has gone off in the centre of the town our colleague httpAddress countless homes torn apart communities,Infrastructure and utilities
'575755506473525248',rt usrId crew of hokule a hunker down as cyclone pam nears new zealand httpAddress httpAddress,Other Useful Information
'575755544725598209',#vanuatu devastated by #cyclonepam httpAddress,Other Useful Information
'575755585464877056',rt usrId cyclone proof buildings badly damaged 100s in light shelters likely to be affected #redcross sending 100 tarpaulins,Infrastructure and utilities
'575755589286031360',rt usrId efforts to rebuild #vanuatu are speeding up as supplies begin to reach remote islands httpAddress jo httpAddress,Donations and volunteering
'575755600526753792',cyclone pam death toll rises to DD as vanuatu begins to assess damage httpAddress gu,Affected individuals
'575755642306080768',rt usrId you think the titanic took on a lot of fluids ? wait til the cyclone fans hit the bars httpAddress,Not related or irrelevant
'575755716612390913',new on tbn brazil legend usrId to lease his forehead for commercial advertising from next httpAddress httpAddress #brazil #pele #tbn,Not related or irrelevant
'575755790134345728',sydney reuters one of the pacific ocean s most powerful ever storms devastated the island nation of vanuatu on saturday tearing ..,Other Useful Information
'575755860158332928',#ferrisgumphats #runningfortheunfortuante people #vanuatucyclonedamage please donate httpAddress httpAddress,Donations and volunteering
'575755906635313154',usrId happy birthday pam 3 3,Not related or irrelevant
'575756052672675840',rt usrId great network of webcams from #vanuatu as #cyclonepam httpAddress httpAddress httpAddress,Other Useful Information
'575756069030531072',rt usrId we got an overnight update from vanuatu on cyclone pam httpAddress thanks isso ! httpAddress pic usrId httpAddress,Other Useful Information
'575756103067115520',rt usrId httpAddress cyclone pam dozens feared dead in vanuatu in one of worst storms in pacific .. #vanuatu DD,Affected individuals
'575756184042369024',rt usrId cyclone pam destroyed 90 of buildings on vanuatu says president video httpAddress,Infrastructure and utilities
'575756286660251648',human rights groups say civil liberties and democratic freedoms have suffered during putin s httpAddress #humanrights httpAddress,Not related or irrelevant
'575756309024350209',usrId usrId i httpAddress that interaction has a wealth of untapped potential especially if we bring pam along for the ride,Not related or irrelevant
'575756324539101185',rt usrId congratulations to everyone who jumped on the iowa state httpAddress it took only one game for you to get the full cyclo,Not related or irrelevant
'575756475961896960',eight dead as pam slams vanuatu eight people confirmed dead from cyclone pam in vanuatu with fears for httpAddress httpAddress,Affected individuals
'575756482962128896',rt usrId series of #cyclonepam assistance maps from usrId statistics division usrId usrId httpAddress,Other Useful Information
'575756490264350722',rt usrId fierce tropical cyclone pam is pinwheeling into fiji and vanuatu tropical cyclone pam is continuing to gain httpAddress httpAddress,Other Useful Information
'575756641703981058',why hasnt ottawa sent the dart team to vanuatu ? ipolitics httpAddress,Other Useful Information
'575756703402065920',rt usrId this whole time we were waiting for cyclone httpAddress really it was cyclone httpAddress #xfactornz,Not related or irrelevant
'575756766610386945',rt usrId how is this not our own version of apartheid ? wa aboriginal people denied entry to tourist cyclone httpAddress vile httpAddress,Not related or irrelevant
'575756797950062592',on this day for march DD #cyclone jasper pictured forms along with izilda and s . atlantic storm catarina httpAddress,Other Useful Information
'575756815746531328',rt usrId usrId wed love your support to rt #cyclonepam appeal 75k kids need urgent httpAddress donate usrId http,Donations and volunteering
'575756881366511616',rt usrId rt usrId oxfaminvanuatu s usrId on what it s like to face up to a cyclone of this size amp ; httpAddress httpAddress,Other Useful Information
'575756888295370752',rt usrId vanuatu disaster the island hit by an earthquake a volcano then cyclone pam httpAddress,Other Useful Information
'575756948525600768',aid workers scramble to help cyclone victims the fury of tropical cyclone pam one of the most powerful httpAddress httpAddress,Donations and volunteering
'575757048270450688',cyclone pam tears through vanuatu tropical cyclone pam has killed at least eight people around the vanuatu httpAddress httpAddress,Affected individuals
'575757122534838272',rt usrId but we r DD years as a club so i will donate a further 10k to make it DD00 for DD years #warriorsforever #vanuatu http,Donations and volunteering
'575757291787395072',as cyclone bore down vanuatu president disaster officials left for conference channel news asia httpAddress,Other Useful Information
'575757292370440193',emergency help for #vanuatu following #cyclonepam httpAddress via usrId #relief #reconstruction,Donations and volunteering
'575757332405166080',rt usrId red cross unbelievable destruction in port vila vanuatu from tropical cyclone httpAddress httpAddress httpAddress,Infrastructure and utilities
'575757409089519616',httpAddress usrId usrId usrId usrId in honor of sam 1 pam anderson 2 broadway 3 poker ! 4 4 4,Not related or irrelevant
'575757409114681344',rt usrId look at this intimidating image of category D #pam as it tracks toward the southern #vanuatu httpAddress httpAddress,Other Useful Information
'575757409118896128',world run build stay how islanders survived vanuatus cyclone tanna island vanuatuwhen her roof started httpAddress,Other Useful Information
'575757453452668928',2 40 hidden cyclone D pt ew DD D hills vcbet bet365 betway D0 D httpAddress others 4 40 grand vision D6 D vcbet D4 D coral 5 places general,Other Useful Information
'575757484104663040',thinking of u all in #vanuatu ; specially families with young children pregnant mothers and the httpAddress v . proud #nz s first on the httpAddress,Sympathy and support
'575757486734495744',rt usrId #cyclone #pam is in top D most intense tropical storms recorded on httpAddress httpAddress jo httpAddress,Other Useful Information
'575757526819471362',cyclone pam why japan is a leader in disaster relief video christian science monitor httpAddress,Other Useful Information
'575757615600373760',wl toys v2D2 cyclone ufo D channel D axis gyro quadcopter httpAddress ready to fly green httpAddress,Not related or irrelevant
'575757701046665216',usrId looks at her and laughs i think everybody knows that httpAddress after all you are lazy but httpAddress winks at her and sticks,Not related or irrelevant
'575757844928036865',rt usrId the cyclone pounding vanuatu is so huge it caused flooding DD miles away on httpAddress httpAddress usrId,Infrastructure and utilities
'575757898409775104',vanuatu comms still down ! hope everyone is ok,Sympathy and support
'575757977799430144',oxfaminvanuatu you can help vanuatu recover from devastating #cyclonepam how ? please visit httpAddress httpAddress thanks !,Donations and volunteering
'575757998296977408',rt usrId here s another great organisation to donate to partnering with my old host organisation live and learn #cyclonepam https,Donations and volunteering
'575758083584032768',usrId rising risks from extreme weather and climate change vanuatu faces sea level rise httpAddress cyclones httpAddress httpAddress,Other Useful Information
'575758083848323072',rt usrId usrId beginning to see extent of damage in vanuatu from mega storm cyclone httpAddress usrId #tcpam httpAddress,Infrastructure and utilities
'575758139225698304',rt usrId httpAddress says #cyclonepam survivors in #vanuatu need urgent help launches httpAddress mln appeal httpAddress ht,Donations and volunteering
'575758159261794304',rt usrId #breaking vanuatu cyclone has damaged up to 90 of capital s houses oxfam says,Infrastructure and utilities
'575758166211715072',rt usrId D adventist churches destroyed in vanuatu httpAddress httpAddress,Infrastructure and utilities
'575758203683663872',early footage of cyclone pam hitting nz httpAddress,Other Useful Information
'575758319576612864',episode D of the story of dart httpAddress get an insight into the initial steps of an httpAddress httpAddress #cyclonepam #vanuatu,Not related or irrelevant
'575758398895046656',rt usrId pam n usrId il case study their adoption of it best practice was really all about organizational httpAddress #cobitconf #itsm,Not related or irrelevant
'575758469149499392',httpAddress targets shelter water in httpAddress million appeal for cyclone hit vanuatu london thomson reuters httpAddress httpAddress,Donations and volunteering
'575758481317302272',rt usrId vanuatu cyclone pam one of worst in pacific history humanitarian news httpAddress,Other Useful Information
'575758558211403776',how australia is helping vanuatu the australian httpAddress #aust,Donations and volunteering
'575758586401419264',tropical cyclone batters vanuatu ; dozens feared dead httpAddress,Affected individuals
'575758727694827520',mcm best je rumah rt usrId finished training for the httpAddress back home chilling watching footballs greatest #pele httpAddress,Not related or irrelevant
'575758789493706752',evacuated goulburn island needs own cyclone shelter nt chief minister httpAddress,Affected individuals
'575758803699900416',last #carnarvon #bananas salvaged after #cyclone #olwyn packed and sent to #perth httpAddress #cycloneolwyn #tcolwyn #perthnews,Infrastructure and utilities
'575758879327416321',rt usrId cyclone nathan is set to make landfall in far north queensland on friday as a category 3 . right now 550kms ne of cairns,Other Useful Information
'575758916732215297',rt usrId #wateris starting to flow in #vanuatu hilson from usrId tests water from newly restored supply system httpAddress,Infrastructure and utilities
'575759006590988289',tropical cyclone pam pounds south pacific islands dozens feared dead httpAddress,Affected individuals
'575759060743684096',adra vanuatu is ready amp ; on standby as we monitor the category D #cyclonepam currently battering httpAddress updates to httpAddress #adraresponds,Other Useful Information
'575759118415175680',omg pam is pregnant yes,Not related or irrelevant
'575759140989104128',cyclone pam lashes httpAddress worst storm in living httpAddress httpAddress via usrId,Other Useful Information
'575759169556381696',DD killed amp ; 3 300 displaced after cyclone pam struck #vanuatu un says httpAddress httpAddress,Affected individuals
'575759180100825089',rt usrId we woke up today to complete and total devastation says usrId in httpAddress httpAddress #cyclonepam #tcpam,Sympathy and support
'575759350830075904',#wearethepeople tropical cyclone pam strengthens into category D storm slams vanuatu capital cnn httpAddress,Other Useful Information
'575759407193022464',rt usrId #retweet rt ajenews at least D confirmed dead after category D cyclone hits vanuatu ; death toll could rise httpAddress,Affected individuals
'575759442479747072',red cross #cyclonepam appeal for #vanuatu httpAddress,Donations and volunteering
'575759445042528257',aid agencies to begin helicopter flights to cyclone stricken vanuatu httpAddress,Donations and volunteering
'575759454085496832',rt usrId unbelievable destruction reported as #cyclonepam hits httpAddress how unicef is taking action amp ; how you can help httpAddress,Infrastructure and utilities
'575759537149382656',rt usrId massive cyclone wallops tiny pacific archipelago #portland httpAddress,Other Useful Information
'575759581663526912',rt usrId usrId aww such a lovely tweet ! we re so thrilled you were happy with the service pam sb,Not related or irrelevant
'575759640236965888',rt usrId the montage of pam and jim s relationship over the httpAddress c r y i n g,Not related or irrelevant
'575759645983158272',rt usrId houses for cyclone hit people of visakhapatnam vizianagaram and srikakulam will be completed before october httpAddress,Infrastructure and utilities
'575759656485658624',rt usrId vanuatu #socialmedia reveals the scale of devastation left in #cyclonepam s httpAddress #auspol httpAddress,Other Useful Information
'575759657559572480',rt usrId dozens feared dead as #cyclonepam pounds pacific island of #vanuatu httpAddress httpAddress,Affected individuals
'575759711716405249',cyclone pam cleanup gets underway in vanuatu in pictures emergency aid is beginning to flow into the httpAddress httpAddress,Donations and volunteering
'575759736475271168',usrId i dnt think we have a military presence in #vanuatu,Other Useful Information
'575759749108535296',how to help those in vanuatu just as meteorologists feared tropical cyclone pam has pummeled the island httpAddress httpAddress,Donations and volunteering
'575759847079157761',latest images from #vanuatu shows widespread devastation after #cyclonepam hits the island httpAddress,Infrastructure and utilities
'575759876137304064',i might just take the boys to the school pool httpAddress pam put pools out of action httpAddress,Not related or irrelevant
'575759905694466048',eruptions quakes cyclones vanuatu man survives them all efate vanuatu ap volcanic eruptions httpAddress httpAddress,Other Useful Information
'575759986908786688',usrId dinner with pam s family,Not related or irrelevant
'575760034929377280',usrId thank you pam ily,Not related or irrelevant
'575760057138221056',rt usrId #un humanitarian office sends assessment team to cyclone hit #vanuatu httpAddress httpAddress,Donations and volunteering
'575760087031095296',rt usrId httpAddress cyclone pam #cyclonepam watching out for cyclone pam update new south wales aus newcast htt,Other Useful Information
'575760134380650496',#ff usrId 80 00 pounds of food water and supplies headed to #vanuatu #tcpam #reliefvu #hmrd,Donations and volunteering
'575760307307479040',#2 pampers swaddlers diapers size D economy pack plus DD count pampers swaddlers diapers size D economy pack plus DD count by httpAddress,Not related or irrelevant
'575760307320049664',i think i want to make a tshirt that says i survived cyclone httpAddress let s sell it and send money to help the people of httpAddress,Donations and volunteering
'575760307324252161',rt usrId D more usrId experts deploying to assess needs in httpAddress 500k now allocated to usrId #cyclonepam appeal h,Donations and volunteering
'575760336420257792',i just ran up a giant hill in the rain right before a cyclone searching for huskies i am not okay,Not related or irrelevant
'575760340815736832',usrId morning pam spring not yet here but soon httpAddress,Other Useful Information
'575760387045359618',organo gold tropical cyclone pam becomes category D storm menaces vanuatu cnn httpAddress gt ; gt ; httpAddress,Other Useful Information
'575760392162537472',rt usrId tagged by usrId a #vote5sos #kca 1 . pam 2 . calum 3 . philippines 4 . summer 5 . 9 httpAddress,Not related or irrelevant
'575760405835816960',usrId thank you for bringing a new dimension to our httpAddress pure heart and httpAddress dont question yourself cyclone nation httpAddress,Sympathy and support
'575760469497085952',rt usrId the sun is up over #pam as the eye moves directly over the island of tanna httpAddress,Other Useful Information
'575760571276136449',cyclone tim update D march 15 D013 httpAddress,Other Useful Information
'575760574488797185',cyclone pam aid flies out to help survivors of one of south #bathandnortheastsomerset httpAddress,Donations and volunteering
'575760578175627265',up to 96 #vanuatu crops destroyed leaving people httpAddress no alternative food httpAddress flash appeal #tcpam usrId httpAddress,Infrastructure and utilities
'575760581728272384',rt usrId you can track #cyclone #pam s movement with the worldview httpAddress httpAddress httpAddress,Other Useful Information
'575760609402228736',lana takau from vanuatu is completing a phd in linguistics usrId about the endangered nese language #withvanuatu usrId,Not related or irrelevant
'575760616805134336',rt usrId breaking victoria s michael beaudoin is safe in httpAddress the 18 year old was volunteering with a teaching httpAddress #,Other Useful Information
'575760648396632064',usrId click httpAddress #pam 260kph exits #vanautu isles squalls to effect #mare #lifou #newcaledonia httpAddress,Other Useful Information
'575760671574372354',rt usrId calling all #digitaljedis support un disaster assessments for #cyclonepam ! simple as a click ! go to httpAddress,Donations and volunteering
'575760676041330689',aid workers say D people confirmed dead in vanuatu cyclone httpAddress ap #news,Affected individuals
'575760733482401792',mass vaccinations in vanuatu in cyclone aftermath the hindu httpAddress httpAddress,Other Useful Information
'575760832878923776',rt usrId more options for donating to #vanuatu after #cyclonepam #tcpam httpAddress help communities rebuild their,Donations and volunteering
'575760859093323776',bishop to visit cyclone devastated vanuatu foreign minister julie bishop flies to vanuatu today to assess httpAddress httpAddress,Other Useful Information
'575760882199736320',earthquake in httpAddress very not needed right now for them !,Other Useful Information
'575760903708143617',rt usrId last plug abc red cross cyclone pam vanuatu httpAddress to donate go to httpAddress or httpAddress c,Donations and volunteering
'575760932476821504',rt usrId more than DD people have been evacuated in gisborne district this httpAddress #cyclonepam live updates httpAddress,Affected individuals
'575761013133340673',rt usrId #cyclonepam brought complete devastation to httpAddress see how we re helping httpAddress httpAddress,Infrastructure and utilities
'575761019684974592',vanuatu conditions amp ; #039 ; more difficult amp ; #039 ; than philippines typhoon httpAddress #trending #startups #news #kendrick #tech,Other Useful Information
'575761095622803458',usrId who would win a battle pam or mal ? #askkristin d,Not related or irrelevant
'575761186102235137',vanuatu residents remain in shelters after massive cyclone httpAddress,Affected individuals
'575761213969162242',rt usrId center told ap government it is going to release another DD crores D hudhud httpAddress now center has promised D00 cr,Donations and volunteering
'575761297649721344',thanks pam for giving me the best advice httpAddress,Not related or irrelevant
'575761338082926594',cyclone pam vanuatu residents collect corpses in wake of monster storm httpAddress,Affected individuals
'575761366839001088',fears for food supplies in vanuatu as capital cleans up httpAddress,Other Useful Information
'575761400808656896',rt usrId #tcpam D of strongest storms in sth pacific in years left trail of destruction in #vanuatu photos unicef httpAddress,Infrastructure and utilities
'575761425760587776',rt usrId #sismo m 5.0 119km ne of we new caledonia httpAddress #usgs,Other Useful Information
'575761440704856065',north philly s jesse hart amp ; dad cyclone train in usrId for a middleweight title shot httpAddress,Not related or irrelevant
'575761546627825665',googletrend 1 ufc 2 bristolpalin 3 michiganstatebasketball 4 pi 5 cinderella2015 6 fridaythe13th 7 vanuatu httpAddress,Not related or irrelevant
'575761570732580865',monster storm rips vulnerable vanuatu pam is the strongest storm to make landfall in the pacific typhoon httpAddress httpAddress,Other Useful Information
'575761609425088512',httpAddress stories what vanuatu looks like now httpAddress,Infrastructure and utilities
'575761643717570562',rt usrId deaths devastation as cyclone pam smashes pacific islands httpAddress httpAddress,Affected individuals
'575761739544936448',rt usrId over half of vanuatus population affected by cyclone pam un httpAddress httpAddress,Other Useful Information
'575762158551613440',rt usrId vanuatu in state of emergency tuvalu says 45 of population displaced by #cyclonepam #wcdrr httpAddress httpAddress,Affected individuals
'575762208371539968',spaces of aid has sadly become more topical with #humanitarianaid dispatched to south pacific after #cyclonepam httpAddress,Donations and volunteering
'575762251929419777',#utah # vanuatu slams lack of aid coordination says food running out httpAddress #new mexico #bahrain,Donations and volunteering
'575762395211104259',breaking news vanuatu devastated by cyclone pam death toll rising source httpAddress httpAddress,Affected individuals
'575762440102809600',wfpgovts #vanuatu wfp helps govt led response relief amp ; food assistance with support from #australia #uae amp ; usrId httpAddress,Donations and volunteering
'575762443743399936',death toll after super cyclone pam expected to rise httpAddress,Affected individuals
'575762556222050304',where is tropical cyclone pam headed next ? cnn meteorologist derek van dam shows the path and destruction of .. httpAddress,Other Useful Information
'575762698123632641',rt usrId take care nz . the view of #cyclonepam from space as the storm heads for #nz httpAddress,Other Useful Information
'575762709439885312',rt usrId #vanuatu big hugs to usrId for helping DD ppl including D #dafn into evac centers httpAddress #tcpa,Donations and volunteering
'575762752955809792',swedish national among those killed in storm ravaged vanuatu httpAddress,Affected individuals
'575762802171756544',rt usrId thanks to usrId these supplies are in the air with the usrId team en route to #vanuatu #tcpam htt,Donations and volunteering
'575762805892124672',i httpAddress not okay and britt and pam left me,Not related or irrelevant
'575762834379902976',rt usrId death toll rises in pacific cyclone httpAddress,Affected individuals
'575762964701122561',rt usrId people of #vanuatu are going to need a lot of help says usrId httpAddress via usrId,Donations and volunteering
'575762996955209728',vanuatu cyclone survivors grow desperate for supplies httpAddress,Donations and volunteering
'575763006572863488',vanuatu vanuatu tropical cyclone pam situation report no . D as of DD march 2015 httpAddress,Other Useful Information
'575763182557466624',motorcycle outdoor starage cover for buell lighting firebolt blast cyclone httpAddress httpAddress,Not related or irrelevant
'575763208352370689',jim was about to fucking tell pam and her fat slob fianc cock blocked him hahahahhaa,Not related or irrelevant
'575763266611343360',deadly cyclone pam leaves vanuatu targets new zealand at least eight people are dead in the wake of httpAddress httpAddress,Affected individuals
'575763314002755585',whoah calm down httpAddress do you want to talk about it ? usrId httpAddress,Not related or irrelevant
'575763419887988737',port a cool vinyl cover for cyclone DD pac cvr c2 httpAddress httpAddress,Not related or irrelevant
'575763432420454400',rt usrId rt usrId satellite image from this morning showing where #tcpam was still expected to track east of nz . el httpAddress,Other Useful Information
'575763467090579457',elddis cyclone xl caravan ready to go or httpAddress full read by ebay httpAddress httpAddress,Not related or irrelevant
'575763521939472384',1st college httpAddress i m wondering when you grew up . in my you were always a cyclone and you marry cy d 0 #momdreams,Not related or irrelevant
