item_id,item,label
'575753074045763584',"Looking forward to a good old Brass Pig &amp; Pam Pam's night, it's been a while. ‡_ü9‡_È6",Not related or irrelevant
'575753077233467392',RT @SaveChildrenNZ: #SavetheChildren has launched an urgent appeal for funds to help children and their families #Vanuatu #CyclonePam https‰Û_,Donations and volunteering
'575753077304791040',RT @Iam_SpheMrobo: Iris though ‡_Ê2‡_Ê2‡_Ê2‡_Ê2 and Pam #isibaya,Not related or irrelevant
'575753081268400129',@pikepss @gemzone @GrantMaloySmith @glo1233 @GaGa_ArZh @GmaLaDon @GrayAAA @gloie @greg_ranin &lt;&lt; thanks Pam. Reach out and touch someone 2day,Not related or irrelevant
'575753086033117187',RT @nprnews: Aid Effort Underway As Vanuatu Assesses Storm's Damage http://t.co/raCQCQNRud,Donations and volunteering
'575753090973958145',Vanuatu #MGWV Vanuatu conditions 'more difficult' than Philippines typhoon - Business Insider  http://t.co/WvMrfv1pWx,Other Useful Information
'575753093792559104',Vanuatu reeling as cyclone descends on Pacific Islands http://t.co/lzIwLOl50a http://t.co/o6TxyrwjvG,Other Useful Information
'575753095868780544',Cyclone Pam leaves trail of destruction in Pacific's Vanuatu  http://t.co/Bj8OAiW45a,Infrastructure and utilities
'575753103854731265',"RT @smitharyy: ‰ Õ http://t.co/ngk1AoL9mh Cyclone Hits Island Nation of Vanuatu, Killing 8 #Vanuatu   246 http://t.co/4FIe1oFJXK",Affected individuals
'575753104353710081',"RT @joshcfields: @spann #goblazers @UABathletics @UAB_MBB Go Blazers, beat Cyclones. Spann is the man to stop a Cyclone. http://t.co/G8zd1n‰Û_",Not related or irrelevant
'575753106849427456',"RT @H_A_B_E_R_C_I: https://t.co/fhCZLFEmjI  #VIDEO:  #Cyclone #Pam causes heavy #damage in #PortVila, #Vanuatu | 14 03 2015 #CyclonePam",Infrastructure and utilities
'575753109579956224',"MT @aureliabalpe #Vanuatu cyclone-proof buildings badly damaged,1000s in light shelters may be affected-RedCross sending tarps #TCPam #hmrd",Infrastructure and utilities
'575753111907778560',"ITG &amp; EdTech members Alina Nevins, Pam Patterson, and Ed O'Neill presenting Blogging 3.0 at NERCOMP next week #interactivecrownstreet",Not related or irrelevant
'575753116638932992',http://t.co/mRD5JnLWhb #news Over 90% houses destroyed as 'monster' Cyclone Pam struck Vanuatu - Zee News,Infrastructure and utilities
'575753120141152256',I forget how much I hate debating with Pam until I debate with Pam‡_Ê2,Not related or irrelevant
'575753122792009728',Artist: Tara McDonald feat. Snoop Dogg Title: Vay-K (The Remixes) Label: Digital Distribution Vanuatu‰Û_ http://t.co/KS98ll7v8Z #„„É__„à„Ä #___À3,Not related or irrelevant
'575753127409942528',RT @Natalia_Cooper9: One of the latest images of #CyclonePam from @NOAASatellites. Absolutely frightening. @TheTodayShow http://t.co/JA67Tk‰Û_,Other Useful Information
'575753132761833473',#UN #Vanuatu ‰ÛÒ U.N. fears ‰Û÷the worst‰Ûª after typhoon batters Vanuatu ‰ÛÒ‰Û_ http://t.co/f4vs4r3rpG #News #Science #calamity #climate #cyclone,Other Useful Information
'575753136620638210',RT @johnspatricc: åÈ http://t.co/OeND9NJzGy cyclone Olwyn #cycloneOlwyn Cyclone Olwyn continues to weaken åÈ UPDATE åÈ New South Wales AU‰Û_ htt‰Û_,Other Useful Information
'575753143054647298',Race to aid Vanuatu cyclone victims: Aid agencies in Vanuatu say they are stepping up efforts to reach remote ... http://t.co/9XsGFX2fCh,Donations and volunteering
'575753148888936448',RT @RutherfordLucy: Happy Pam Day!! My bestest friend in the whole wide world xx ‰_•ü http://t.co/TPnUmT1BBB,Not related or irrelevant
'575753152407846912',Vanuatu pres says nation must start anew after cyclone: AP http://t.co/Hvssvrmiuw *abrupt climate change http://t.co/cKiWtP3e3W #population,Other Useful Information
'575753153708228608',RT @Slate: Possibly the worst cyclone in the Pacific‰Ûªs history has lead to ‰ÛÏunbelievable destruction‰Û in Vanuatu: http://t.co/XxuycKGN8e,Infrastructure and utilities
'575753158963630080',UN confirms 24 deaths on Vanuatu due to cyclone - VIDEO: Deadly cyclone carves path of destruction  http://t.co/zI5C0H7Fg6,Affected individuals
'575753162214219776',Pam 44mm Brushed MM dial croc Strap Handwind 6497 Watch marina Parnis militare  - Full rea‰Û_ http://t.co/uMwl8wEGx1 http://t.co/5fNwZFIMU9,Not related or irrelevant
'575753166706380800',"RT @IOM_news: Here's an IOM map showing displacement centres in Port Vila, capital of #Vanuatu @IOMasiapacific #CyclonePam http://t.co/lk86‰Û_",Other Useful Information
'575753169793327105',#Rain rain go away. I wonder when the #wind will pick up.   Inland #Tauranga #BayOfPlenty  #CyclonePam #WildWeather,Not related or irrelevant
'575753172129562624',.@SaveChildrenAus is largest aid agency in #Vanuatu &amp; we've been working there for 30 yrs. Support #CyclonePam appeal http://t.co/GmKCqEwC3w,Donations and volunteering
'575753174394486785',RT @eXDeeNZ: #Pam is inbound http://t.co/pT6KG7o5lv,Not related or irrelevant
'575753178878246913',RT @Emmaa_Curtis: i really like pam smiths new song sway me down,Not related or irrelevant
'575753183512891394',"RT @ABC: ""Unbelievable destruction"" reported after cyclone slams Vanuatu: http://t.co/JXzpIWP9hu http://t.co/0FASoFHXas",Infrastructure and utilities
'575753187799388161',Australian RAAF flight getting all set to deliver aid and transport relief specialists to #Vanuatu #CyclonePam. http://t.co/RXN7nrlOBt,Donations and volunteering
'575753188776767489',RT @dwinningWSJ: @Lucy_Craymer reports from Vanuatu: Devastated nation faces uncertain future after Cyclone Pam http://t.co/kXkMPqxR7r http‰Û_,Other Useful Information
'575753191834402816',2015-04-25 19:00 Performances at PAM: Peony Pavilion http://t.co/jiPL6C82lY,Not related or irrelevant
'575753197047955456',#Haiti #Honduras Cyclone Pam leaves 'most' of Vanuatu population homeless http://t.co/XNbXZrSddb #Bahrain #Jamaica,Infrastructure and utilities
'575753200395010048',Stories of devastation from Vanuatu in the aftermath of Cyclone Pam http://t.co/2G44TJUw4Y,Other Useful Information
'575753204857708544',"RT @BauervanStraten: @Adva_H #Pam vs #Maleficent? Hm? Mal has magic but Pam can glamor...I think theyd both b wounded, and then go shopping‰Û_",Not related or irrelevant
'575753210452918272',Cyclone Pam Hits New Zealand After Devastating Vanuatu ‰ÛÒ 16 MarchåÊ2015 http://t.co/r5dJXhXv1t,Other Useful Information
'575753213716094977',At least eight dead in Vanuatu cyclone - officials - http://t.co/cghxi8CoXG http://t.co/CHwLUi3AMb,Affected individuals
'575753217860059136',#afp #news #france AZE JB @AZEJB1: RT @AFP: Dozens feared dead as a huge tropical cyclone ... http://t.co/U50AFdfJfb #openn your #europe,Affected individuals
'575753223144865793',"RT @Unicefuk_media: Unicef appeals for $4.8 million to help 82,000 children in #Vanuatu and affected communities #CyclonePam http://t.co/rp‰Û_",Donations and volunteering
'575753233597095936',Cyclone Pam: disaster response teams travelling to Vanuatu as dozens feared dead: Aid agencies say the immedia... http://t.co/1WwfGB2o8b,Affected individuals
'575753237619433473',Two Pilbara ports shut as tropical cyclone Olwyn approached. No significant impact to operations at Port Hedland,Other Useful Information
'575753240073093120',Aid workers rush to help Vanuatu after storm http://t.co/bNIqsQ84xU,Donations and volunteering
'575753244389081088',RT @UNICEFNZ: Our neighbours in #Vanuatu need support. Donate now to help children affected by #CyclonePam: http://t.co/IBp1ogAJp6 http://t‰Û_,Donations and volunteering
'575753249829052418',RT @baefxcks: Jim and pam from the office are goals af,Not related or irrelevant
'575753254769942528',RT @DynResearch: Internet in Vanuatu goes down as cat-5 #CyclonePam devastates small island nation http://t.co/h8vwSllTgB http://t.co/xTzOo‰Û_,Infrastructure and utilities
'575753257764659200',The second Auckland concert for rock band the Eagles is starting earlier because of Cyclone Pam. http://t.co/P1d2Olbqjs,Other Useful Information
'575753259870191616',"The island of Vanuatu has been devastated by a monster cyclone: A ""monster"" storm hit the Pacific island natio... http://t.co/NQeC8eVaQL",Infrastructure and utilities
'575753264899231744',"I am not handling the Pam/Jim sitch. He's seeing someone else (who is nice, damn her!), she's hiding her true feelings....",Not related or irrelevant
'575753267508088833',@pamelabrysonnn am dissapointed in myself pam,Not related or irrelevant
'575753271685615616',RT @ANCALERTS: Cyclone-hit Vanuatu seeks world's help http://t.co/p6UxW2o2Jq (Photo via Reuters) http://t.co/1NysQP47bl,Donations and volunteering
'575753277268041729',#gossip Cyclone Olwyn continues to weaken http://t.co/en1q6v5w8p #australia,Other Useful Information
'575753277280772096',"RT @cnni: Devastation of #TropicalCyclonePam on #Vanuatu is becoming more apparent: Aid groups say 60,000 children need help http://t.co/ak‰Û_",Donations and volunteering
'575753289276481537',"Cyclone Pam ‰ÛÒ Latest update 11:00am Tuesday 17th March: John Law, MetService Meteorologist. Cyclo... http://t.co/fsNVa6UZni #weathernews",Other Useful Information
'575753291767943169',RT @TheOfficeReacts: Jim and Pam's reactions‡_¢D‡_¢D‡_¢D‡_¢D http://t.co/PtNE9LKVWV,Not related or irrelevant
'575753297262436353',Vinnie and Pam welcoming you to a Thursday..Your Hitkicker/CBS 19 Weather - The Weather Authority update... http://t.co/6ePiFKOInI,Not related or irrelevant
'575753304917024769',JIM AND PAM KISSED IT'S HAPPENING.,Not related or irrelevant
'575753309505585152',RT @RealCoastal: Shocking photos show Vanuatu before and after Cyclone Pam http://t.co/NchB8We92B,Other Useful Information
'575753312257073153',Most Vanuatu people now homeless http://t.co/5t7WFY39rw,Infrastructure and utilities
'575753314421325824',"RT @TheOfficePosts: ""Hey Pam... will you wait for me one second while I tie my shoe?"" - Jim Halpert http://t.co/7CAs6tXc1F",Not related or irrelevant
'575753319076986881',@coachhamilton I just said I wasn't taking it away and they played well. Just wanted to point it out just like a cyclone fan would too.,Not related or irrelevant
'575753321715253248',Pam was so fine on Martin ‡_ÊD‡_ÊD‡_ÊD,Not related or irrelevant
'575753326001811456',Restoring Carnarvon water supply the priority amid Cyclone Olwyn clean-up: Residents in the Western Australian... http://t.co/WuACwzhtcl,Infrastructure and utilities
'575753330888171522',Thoughts and prayers to #Vanuatu. Category 5 cyclone like #Haiyan is horrendous.,Sympathy and support
'575753335992639488',Update: Vanuatu Hit Hard by Cyclone http://t.co/uss9ByNnSe,Other Useful Information
'575753338576375810',RT @GeogReview: Tropical Cyclone Pam roars over Vanua... http://t.co/byx37BKm9D #Cyclonepam #PortVila #VanuatuIslands #TC via @ringwoodgeog,Other Useful Information
'575753342846124032',"#TCPam appeal: $29.9 M needed urgently for basic needs food, water, shelter, health. http://t.co/hTJdaA3bZ4 http://t.co/hMu98WWMOs",Donations and volunteering
'575753349078851585',Cyclone Pam nears Vanuatu as an impressive storm #Tucson http://t.co/oul8k4SKU0,Other Useful Information
'575753354086858753',RT @KWCHJacob: It's a 4 point Cyclone lead with 6:20 to go. I can't believe how quickly they have done this. #kubball #KWCH12,Not related or irrelevant
'575753356427264000',"RT @BTahzibLie: #KingdomNL shocked by devastation Pacific. Offers ‰âÂ500,000 emergency aid to Vanuatu &amp; water expertise to help rebuild http:‰Û_",Donations and volunteering
'575753359220678656',"The old ones are the best, especially if they're done by Pam Ayres",Not related or irrelevant
'575753364102868993',RT @HuffPostEdu: Here's how you can help the thousands of displaced victims of #CyclonePam http://t.co/1RbMDZQDMJ,Donations and volunteering
'575753368775360512',"Developed nations have sown the wind, Vanuatu has reaped the whirlwind | Andrew Simms #keepitintheground http://t.co/pDpsSRuOKH",Infrastructure and utilities
'575753371312877568',RT @MrChuckD: I remember when these Majors tried to sue KAAZA. Their HQ was on Vanuatu. Most of the courts &amp; laws what like wtf? Today good‰Û_,Not related or irrelevant
'575753375553355776',RT @Styla73: I wish our troops were going to Vanuatu instead of Iraq :(,Sympathy and support
'575753378459951105',Everywhere people trying to dry things out. But drinking water scarce - even the hospital running short. #CyclonePam http://t.co/fe0kPMu40M,Infrastructure and utilities
'575753382742351874',RT @jondonnisonbbc: A boy among the wreckage of his village just outside Port Vila Vanuatu. http://t.co/bGbDoONZSW,Affected individuals
'575753389075775490',@PamHarper20 hey Pam. So sorry to hear that you struggled with seating. In the future we're planning to have reserved seating.,Not related or irrelevant
'575753395438501889',RT @seasonslukee: I ship Pam and Jim on the office so hard,Not related or irrelevant
'575753398177435649',Real Clear Politics- Aid Agencies Struggle to Reach Affected in Vanuatu After ‰Û÷Monster‰Ûª Cyclone Pam: President... http://t.co/y64a8Z7eTo,Donations and volunteering
'575753400400408576',Cyclone Pam Hammers Vanuatu: At Least 8 Confirmed Deaths ... http://t.co/Z8zZtWw1ko,Affected individuals
'575753402443022336',And my day is ruined. Sad day to be a cyclone,Not related or irrelevant
'575753406855442435',Hope the folks in #Vanuatu are finding adequate shelter right about now.,Affected individuals
'575753417236312066',"LMAO Like Pam saying Rick's making an effort bc ""he asked for a second lemon bar this morning."" HIGHlarious. #BoldAndBeautiful",Not related or irrelevant
'575753422093336578',RT @TonyHWindsor: Breaking News : Govt considering future of Carnarvon after second major cyclone in recent years on basis of lifestyle and‰Û_,Other Useful Information
'575753427113938944',Waiting cyclone: What are yemen rebels european need,Other Useful Information
'575753430318342144','The people survived': Vanuatu says cyclone death toll won't jump. http://t.co/WwQ1arbypQ,Affected individuals
'575753432943976448',@artpassions hey Pam How nice to be waking up each morning in New Mexico..saludos from crisp frost and blue sky on #SouthDowns UK,Not related or irrelevant
'575753437276692481',RT @savechildrenaus: Thanks to the Royal Australian Air Force #RAAF for flying our team and supplies out to #Vanuatu. #EmergencyResponse ht‰Û_,Donations and volunteering
'575753439914901504',"@heavyxeyes The trees are pretty horizontal, I think I am only gonna get the tip of the Pam :^)",Other Useful Information
'575753442360193025',"Tropical cyclone slams into Vanuatu, leaving death and destruction in its wake http://t.co/sXBR3oPXPc #world",Affected individuals
'575753444285374464',RT @jondonnisonbbc: Children living in shelter in Freshwota school Vanuatu. Homes destroyed. 750 people sleeping in classrooms. http://t.co‰Û_,Infrastructure and utilities
'575753448509083649',"RT @johnspatricc: åÈ http://t.co/V4LBdtsmay Cyclone Pam Moves Away from Vanuatu, May Approach North Island of New ... #CyclonePam  973",Other Useful Information
'575753453575802881',Rural #Vanuatu homes at high risk of #TCPam damage.  https://t.co/mugM1Uwfx8 http://t.co/1ox065syuL,Infrastructure and utilities
'575753453626126336',"RT @OCHAAsiaPac: #CyclonePam affected around 85 islands of #Vanuatu. Most immediate needs are shelter, food, water, health and logistics su‰Û_",Donations and volunteering
'575753458789253120',"‰ÛÏ@smalltownkid13: It's not even noon yet and I'm ready for beer, wings and Cyclone Basketball #Big12MBB #Big12Tournament‰Û Hawkeye***",Not related or irrelevant
'575753463574962176',"Where are Ashley, Pam, Ella, and Byron?! #PLL #PrettyLittleLiars",Not related or irrelevant
'575753468029304833',RT @UNOCHA_ROP: #Vanuatu: Media release: Pacific Humanitarian Team to support government response to devastating impacts of #TCPam http://t‰Û_,Donations and volunteering
'575753527462469632',RT @VineFiesta: Zherony - Cyclone. ‡_ü9‡_ö3‡__8 https://t.co/v3EksPnX9g,Other Useful Information
'575753640616587264',"Trees toppled, cities cut off after Tropical Cyclone Pam roars over Vanuatu - CNN: CNNTrees toppled, cities cu... http://t.co/MEAqRvxQAC",Infrastructure and utilities
'575753721033986049',Vanuatu cyclone: Devastation mapped http://t.co/6N4nmbE51T,Other Useful Information
'575753770405134336',"RT @TIME: Aid agencies struggle to reach remote islands of Vanuatu after ""monster"" cyclone http://t.co/kfWW2jNo5w",Other Useful Information
'575753804479512576',"Omg I'm on the Jim &amp; Pam wedding episode, I'm gonna cry",Not related or irrelevant
'575754066304876544',Cyclone Pam: I've watched islanders protect their homes from a previous cyclone with banana... http://t.co/NYZPlUL40F #Independent,Other Useful Information
'575754073338552320',Relief Teams Report Devastation And Death After Monster Vanuatu Cyclone http://t.co/QELslQ4JVo,Affected individuals
'575754103214579712',#NowPlaying Baby Bash feat. T-Pain @babybash @tpain - Cyclone  . Tune in http://t.co/nVBU7EInhk @KhoolEZ @PPLDub,Not related or irrelevant
'575754127403282433',RT @UNEP: Cyclone Pam that devastated #Vanuatu marks the #urgency of taking action to reduce risk from nat disasters: http://t.co/eJCyPYenS‰Û_,Other Useful Information
'575754277911576576',Mica:  Huge Cyclone Devastates Pacific Islands http://t.co/FgqMNruIZO,Infrastructure and utilities
'575754299059240960',Where I come from people do big things. Once a cyclone always a cyclone. #Champs‡__6,Not related or irrelevant
'575754300825149440',Boyyyyyyy Pam was so doggone thick on Martin ‡_¢9‡__C‡_ÊD,Not related or irrelevant
'575754375009857536',I love when Pam and Martin get into it. #Martin #Classic,Not related or irrelevant
'575754416478814209',Day 23: there's nothing better than a cyclone WIN!!! ‰_•ü‡_äB #GOSTATE https://t.co/pZPjkOYLfq,Not related or irrelevant
'575754450180136960',"RT @CNN: Tropical Cyclone Pam destroyed many homes, @RedCrossAU says. http://t.co/6tqqz0wUkI @cnnweather @cnni http://t.co/NrSYIHOdKP",Infrastructure and utilities
'575754462918213632',RT @smitharyy: ‰ Õ http://t.co/tGD6cCbelM #Vanuatu  Cyclone Pam strikes Vanuatu with deadly force Vanuatu British Colombia CAN Abbotsford  922,Other Useful Information
'575754481431769088',http://t.co/zNoaxgreZv #usa Cyclone Pam: Vanuatu will run out of food 'in a week' as‰Û_ http://t.co/uFWBAFs3Bx http://t.co/zNoaxgreZv #usa,Other Useful Information
'575754591389683712',RT @JustJen64: Intrigue by the wave of emotions that come from looking at old school photos &amp; memories that come flying at you like a brick‰Û_,Not related or irrelevant
'575754805114716160',Vanuatu president in cyclone appeal: Vanuatu President Baldwin Lonsdale appeals for international help after C... http://t.co/fCKFtJczzW,Donations and volunteering
'575754810651082754',Nice to know people care about NZ other side of the world. Elderly man in shoe shop in London worried about Cyclone Pam &amp; impact on NZ,Sympathy and support
'575754860294860800',RT @ECHO_Asia: .@eu_echo funds #TelecomsSansFrontieres to bridge the communication gap between islands in #Vanuatu after #CyclonePam http:/‰Û_,Other Useful Information
'575754887008546816',"RT @AlertNet: First #aid teams reach #Vanuatu, find widespread devastation http://t.co/5ybdZF5yl1 #CyclonePam #WCDRR #disaster http://t.co/‰Û_",Donations and volunteering
'575755009565986816',RT @UNICEF: At least 54k children affected by #CyclonePam in #Vanuatu. We‰Ûªre working to provide immediate assistance http://t.co/QZuBQcmrmG,Donations and volunteering
'575755028268384256',"RT @anthonywx: Strong equatorial Rossby Wave and MJO seen on March 11, 2015 as #CyclonePam and TS #Bavi evolved. http://t.co/8lS9CEf0x8",Other Useful Information
'575755132920590337',"ECHO by Pam Munoz Ryan has stolen my heart. ‰_•ü Wonderful, sweet, enchanting read!  #4thchat #ReadEveryDay #elemchat",Not related or irrelevant
'575755155926204417',"Run, build, stay: How islanders survived Vanuatu's cyclone - http://t.co/ZQUos8HiLK #World #news",Other Useful Information
'575755155955585024',RT @trocaire: Our Caritas partners are responding to the deadly cyclone in #Vanuatu http://t.co/qDI4IwuXKL,Donations and volunteering
'575755234133180417',@AllieMarie123 YEP YEP same some girl asked me about when jim and pam stay on the farm and I knew the season and ep. Lolz,Not related or irrelevant
'575755248251310080',Vanuatu slams aid agencies http://t.co/ewcohSNMNk,Other Useful Information
'575755332149972992',RT @RNZInews: Communication lost as #Cyclone Pam hammers Vanuatu http://t.co/YEPA35zeIC,Infrastructure and utilities
'575755337812197378',goodnight I love niall yicel Erin elijah amb dani melissa iris alex jordan jai val em pam gabby damia hailey molly mae grace &amp; my mutuals‡_ä3,Not related or irrelevant
'575755386579517441',RT @savechildrenaus: Our team in #Vanuatu are busy distributing much-needed #aid. Thanks to our staff &amp; supporters! #CyclonePam http://t.co‰Û_,Donations and volunteering
'575755407131590657',Aid Teams Report Devastation and Death After Vanuatu Cyclone,Affected individuals
'575755458150993920',"RT @unicefaustralia: ""It's like a bomb has gone off in the centre of the town,"" our colleague says. Countless homes torn apart, communities‰Û_",Infrastructure and utilities
'575755506473525248',RT @StarAdvertiser: Crew of Hokule'a hunker down as Cyclone Pam nears New Zealand http://t.co/Ihb5HI4JIm http://t.co/Fvem7uoOci,Other Useful Information
'575755544725598209',#Vanuatu devastated by #CyclonePam http://t.co/DFbPpDBIxe,Other Useful Information
'575755585464877056',"RT @aureliabalpe: Cyclone-proof buildings badly damaged, 1000s in light shelters likely to be affected, #RedCross sending 1000+ tarpaulins ‰Û_",Infrastructure and utilities
'575755589286031360',"RT @bbcweather: Efforts to rebuild #Vanuatu are speeding up, as supplies begin to reach remote islands: http://t.co/sjrJf6MS3I Jo http://t.‰Û_",Donations and volunteering
'575755600526753792',Cyclone Pam death toll rises to 24 as Vanuatu begins to assess damage http://t.co/TlWoOJbpJ7 ^Gu,Affected individuals
'575755642306080768',"RT @AndyFales: You think the Titanic took on a lot of fluids? Wait 'til the Cyclone fans hit the bars, tonight.",Not related or irrelevant
'575755716612390913',NEW on TBN - Brazil legend @Pele to lease his forehead for commercial advertising from next month. http://t.co/hPcxEffS2q #brazil #pele #tbn,Not related or irrelevant
'575755790134345728',"SYDNEY (Reuters) - One of the Pacific Ocean's most powerful ever storms devastated the island nation of Vanuatu on Saturday, tearing ...",Other Useful Information
'575755860158332928',#FerrisGumpHats #RunningfortheUnfortuante people #vanuatucyclonedamage please donate https://t.co/XoOcuE84f2 http://t.co/Xo053tQlep,Donations and volunteering
'575755906635313154',@_MrsLoganful happy birthday pam ‡_Ê3‡_Ê3,Not related or irrelevant
'575756052672675840',RT @AnthonyFarnell: Great network of webcams from #Vanuatu as #CyclonePam approaches. http://t.co/Cxt36Qji30 http://t.co/zUa7nfl9fG,Other Useful Information
'575756069030531072',RT @350: We got an overnight update from Vanuatu on Cyclone Pam #TCPam. Thanks Isso! http://t.co/WKDxVVckpy (pic @teoumagirl) http://t.co/U‰Û_,Other Useful Information
'575756103067115520',RT @mellberr: ‰ Õ http://t.co/Ox99oLivVm Cyclone Pam: Dozens feared dead in Vanuatu in 'one of worst storms in Pacific ... #Vanuatu   734,Affected individuals
'575756184042369024',"RT @guardian: Cyclone Pam destroyed 90% of buildings on Vanuatu, says president ‰ÛÒ video http://t.co/TeRsXbrQuD",Infrastructure and utilities
'575756286660251648',Human rights groups say civil liberties and democratic freedoms have suffered during Putin's rule. #humanrights http://t.co/DxYq3NZ0tV,Not related or irrelevant
'575756309024350209',"@JW1014005 @dlldelta000 I agree...  That interaction has a wealth of untapped potential, especially if we bring Pam along for the ride",Not related or irrelevant
'575756324539101185',RT @WideRtNattyLt: Congratulations to everyone who jumped on the Iowa State bandwagon.. It took only one game for you to get the full Cyclo‰Û_,Not related or irrelevant
'575756475961896960',Eight dead as Pam slams Vanuatu: EIGHT people confirmed dead from Cyclone Pam in Vanuatu with fears for dozens... http://t.co/HzWAPmSKTi,Affected individuals
'575756482962128896',RT @spc_cps: Series of #CyclonePam assistance maps from @spc_cps Statistics Division @vnso_stats  @prismstats http://t.co/t5kvM6hApF ‰Û_,Other Useful Information
'575756490264350722',RT @SSMAAds: Fierce Tropical Cyclone Pam is pinwheeling into Fiji and Vanuatu: Tropical Cyclone Pam is continuing to gain s... http://t.co/‰Û_,Other Useful Information
'575756641703981058',Why hasn‰Ûªt Ottawa sent the DART team to Vanuatu? | iPolitics   http://t.co/dKYOMkP4rz,Other Useful Information
'575756703402065920',RT @Rorymckenna93: This whole time we were waiting for Cyclone Pam...but really it was Cyclone Natalia. #xfactornz,Not related or irrelevant
'575756766610386945',RT @photogramel: How is this not our own version of apartheid? WA Aboriginal people denied entry to 'tourist' cyclone shelter. Vile http://‰Û_,Not related or irrelevant
'575756797950062592',"On this day for March 24 - #Cyclone Jasper (pictured) forms, along with Izilda and S. Atlantic storm Catarina http://t.co/L2coZd1zfx",Other Useful Information
'575756815746531328',RT @savechildrenaus: @martaduss We‰Ûªd love your support to RT #CyclonePam appeal - 75k kids need urgent help. Donate @savechildrenaus: http:‰Û_,Donations and volunteering
'575756881366511616',"RT @HelenSzoke: RT @OxfamAustralia: OxfaminVanuatu's @Colincvr, on what it's like to face up to a cyclone of this size &amp; ferocity. http://t‰Û_",Other Useful Information
'575756888295370752',"RT @guardian: Vanuatu disaster: the island hit by an earthquake, a volcano then cyclone Pam http://t.co/fi5QsmTZ2W",Other Useful Information
'575756948525600768',"Aid workers scramble to help cyclone victims: The fury of Tropical Cyclone Pam, one of the most powerful storm... http://t.co/gMcGc2CNtu",Donations and volunteering
'575757048270450688',Cyclone Pam Tears Through Vanuatu: Tropical Cyclone Pam has killed at least eight people around the Vanuatu ca... http://t.co/gItLMl9E9D,Affected individuals
'575757122534838272',RT @EricWatsonNZ: But we r 20 years as a club so I will donate a further $10k to make it $20000 for 20 years #warriorsforever #Vanuatu http‰Û_,Donations and volunteering
'575757291787395072',"As cyclone bore down, Vanuatu president, disaster officials left for conference - Channel News Asia http://t.co/GB2OqZlSs6",Other Useful Information
'575757292370440193',Emergency help for #Vanuatu following #CyclonePam http://t.co/vWqm9a1v7b via @PFIntl #relief #reconstruction,Donations and volunteering
'575757332405166080',"RT @cnnbrk: Red Cross: ""Unbelievable destruction"" in Port Vila, Vanuatu, from Tropical Cyclone Pam. http://t.co/O6X3DwyU8p http://t.co/MrId‰Û_",Infrastructure and utilities
'575757409089519616',.@VeganAri @katastraphe007 @MikkoAlanne @Jtillathekilla2 @FrankRadioIO in honor of sam: 1) pam anderson 2) broadway 3) poker! ‡_Ê4 ‡_Ê4 ‡_Ê4,Not related or irrelevant
'575757409114681344',RT @wunderground: Look at this intimidating image of Category 5 #Pam as it tracks toward the southern #Vanuatu Islands. http://t.co/Zlncyg7‰Û_,Other Useful Information
'575757409118896128',"World Run, Build, Stay: How Islanders Survived Vanuatu‰Ûªs Cyclone: TANNA ISLAND, Vanuatu‰ÛÓWhen her roof started‰Û_ http://t.co/SB0IQbWtjm",Other Useful Information
'575757453452668928',2-40 hidden cyclone 1 pt ew 11-1 hills Vcbet bet365 betway 10-1 tote/Fred others 4-40 Grand Vision 16-1 Vcbet 14-1 coral (5 places) general,Other Useful Information
'575757484104663040',"Thinking of u all in #vanuatu; specially families with young children, pregnant mothers and the elderly. V. Proud #NZ's first on the scene.",Sympathy and support
'575757486734495744',RT @bbcweather: #Cyclone #Pam is in top 5 most intense tropical storms recorded on Earth. http://t.co/48VSYlXFbk Jo http://t.co/qCifhwEl6x,Other Useful Information
'575757526819471362',Cyclone Pam: Why Japan is a leader in disaster relief (+video) - Christian Science Monitor http://t.co/350GtPxble,Other Useful Information
'575757615600373760',WL Toys V262 Cyclone UFO 4 Channel 6 Axis Gyro Quadcopter 2.4Ghz Ready to Fly (Green) http://t.co/v7KbTZVbNK,Not related or irrelevant
'575757701046665216',"@VampireBarbie99 *looks at her and laughs* I think everybody knows that Pam. After all, you are lazy, but loyal. *winks at her and sticks~",Not related or irrelevant
'575757844928036865',RT @billmckibben: The cyclone pounding Vanuatu is so huge it caused flooding 700 miles away on Tuvalu. http://t.co/ojqGOFwlAx @350Pacific,Infrastructure and utilities
'575757898409775104',Vanuatu comms still down! Hope everyone is ok,Sympathy and support
'575757977799430144',OxfamInVanuatu: you can help Vanuatu recover from devastating #CyclonePam How? Please visit http://t.co/yDolsUmpXt now. Thanks!,Donations and volunteering
'575757998296977408',"RT @luke_ablett: Here's another great organisation to donate to, partnering with my old host organisation, Live and Learn #CyclonePam https‰Û_",Donations and volunteering
'575758083584032768',"@RyanMaue ""rising risks from extreme weather and climate change"" Vanuatu faces sea level rise - new. Cyclones - not. http://t.co/amvEiFoigC",Other Useful Information
'575758083848323072',RT @JacqueeSpeight: ‰ÛÏ@350: Beginning to see extent of damage in Vanuatu from mega-storm Cyclone Pam. @350Pacific #TCPam http://t.co/JZtJEC1‰Û_,Infrastructure and utilities
'575758139225698304',"RT @TR_Foundation: .@Federation says #CyclonePam survivors in #Vanuatu need urgent help, launches $3.2 mln appeal http://t.co/PKzRgAFyhO ht‰Û_",Donations and volunteering
